Campaign_ID,Campaign_Name,Platform,Objective,Ad_Type,Audience_Age,Audience_Gender,Device,Country,Date,Week,Month,Quarter,Year,Impressions,Reach,Clicks,Spend,Conversions,Revenue,CTR,CPC,CPM,Conversion_Rate,CPA,ROAS,ROI
CID1129,Website Traffic Growth,Facebook,Sales,Image,35-44,Female,Mobile,USA,2024-01-26,4,1,1,2024,47453,36094,1684,28.05,234,17023.87,3.55,0.02,0.59,13.9,0.12,606.91,60591.16
CID1130,Brand Awareness Boost,Facebook,Sales,Video,35-44,Mixed,Desktop,USA,2024-01-02,1,1,1,2024,6531,3671,281,78.14,66,8184.24,4.3,0.28,11.96,23.49,1.18,104.74,10373.82
CID1131,Conversion Accelerator,Facebook,Traffic,Image,25-34,Mixed,Desktop,USA,2024-10-09,41,10,4,2024,48778,35590,1144,78.67,39,885.78,2.35,0.07,1.61,3.41,2.02,11.26,1025.94
CID1132,Holiday Mega Sale,Facebook,Sales,Story,25-34,Female,Mobile,USA,2024-09-21,38,9,3,2024,13311,6746,878,208.2,74,8010.12,6.6,0.24,15.64,8.43,2.81,38.47,3747.32
CID1133,Retargeting Strategy,Facebook,Leads,Image,18-24,Female,Mobile,USA,2024-01-17,3,1,1,2024,23060,11723,1770,185.41,193,12626.79,7.68,0.1,8.04,10.9,0.96,68.1,6710.2
CID1134,Lead Generation Max,Facebook,Leads,Story,18-24,Mixed,Mobile,USA,2024-11-23,47,11,4,2024,18617,10225,401,435.82,35,953.7,2.15,1.09,23.41,8.73,12.45,2.19,118.83
CID1135,Lead Generation Max,Facebook,Traffic,Carousel,35-44,Mixed,Desktop,USA,2024-01-10,2,1,1,2024,32070,12891,464,392.55,33,2746.57,1.45,0.85,12.24,7.11,11.9,7.0,599.67
CID1136,Brand Awareness Boost,Facebook,Traffic,Story,35-44,Male,Mobile,USA,2024-03-18,12,3,1,2024,16918,11059,1138,365.33,136,8864.54,6.73,0.32,21.59,11.95,2.69,24.26,2326.45
CID1137,Retargeting Strategy,Facebook,Awareness,Story,25-34,Female,Mobile,USA,2024-11-16,46,11,4,2024,7530,5792,361,60.83,33,1176.85,4.79,0.17,8.08,9.14,1.84,19.35,1834.65
CID1138,Summer Promo Blast,Instagram,Sales,Carousel,35-44,Female,Desktop,USA,2024-07-04,27,7,3,2024,33876,21395,660,241.49,32,1101.94,1.95,0.37,7.13,4.85,7.55,4.56,356.31
CID1139,Holiday Mega Sale,Instagram,Awareness,Story,35-44,Male,Desktop,USA,2024-02-11,6,2,1,2024,1831,1319,105,14.41,18,1873.3,5.73,0.14,7.87,17.14,0.8,130.0,12900.0
CID1140,Holiday Mega Sale,Instagram,Awareness,Carousel,35-44,Female,Mobile,USA,2024-01-31,5,1,1,2024,37082,20976,1898,33.21,61,8701.02,5.12,0.02,0.9,3.21,0.54,262.0,26100.0
CID1141,Lead Generation Max,Instagram,Awareness,Carousel,18-24,Female,Desktop,USA,2024-06-10,24,6,2,2024,12674,7824,467,473.99,18,1999.85,3.68,1.01,37.4,3.85,26.33,4.22,321.92
CID1142,Lead Generation Max,Instagram,Awareness,Image,35-44,Female,Mobile,USA,2024-09-09,37,9,3,2024,32178,28111,786,166.53,124,8572.45,2.44,0.21,5.18,15.78,1.34,51.48,5047.69
CID1143,Website Traffic Growth,Facebook,Awareness,Carousel,35-44,Male,Desktop,USA,2024-03-06,10,3,1,2024,43300,38356,470,32.39,50,4245.14,1.09,0.07,0.75,10.64,0.65,131.06,13006.33
CID1144,Brand Awareness Boost,Instagram,Traffic,Carousel,25-34,Male,Mobile,USA,2024-07-19,29,7,3,2024,43108,20436,3236,140.03,325,38954.73,7.51,0.04,3.25,10.04,0.43,278.19,27718.85
CID1145,Brand Awareness Boost,Facebook,Sales,Image,18-24,Mixed,Desktop,USA,2024-03-29,13,3,1,2024,15895,12959,563,160.88,19,2173.85,3.54,0.29,10.12,3.37,8.47,13.51,1251.22
CID1146,New Product Launch,Facebook,Sales,Story,25-34,Female,Mobile,USA,2024-09-02,36,9,3,2024,8293,3562,197,56.86,23,2234.83,2.38,0.29,6.86,11.68,2.47,39.3,3830.41
CID1147,Website Traffic Growth,Instagram,Leads,Image,25-34,Male,Mobile,USA,2024-05-07,19,5,2,2024,12279,5842,537,25.45,30,794.6,4.37,0.05,2.07,5.59,0.85,31.22,3022.2
CID1148,Summer Promo Blast,Facebook,Sales,Carousel,18-24,Male,Mobile,USA,2024-04-06,14,4,2,2024,26314,12016,2008,47.56,164,4288.23,7.63,0.02,1.81,8.17,0.29,90.16,8916.46
CID1149,New Product Launch,Instagram,Traffic,Story,35-44,Male,Desktop,USA,2024-08-05,32,8,3,2024,21702,18657,547,137.05,106,9592.74,2.52,0.25,6.32,19.38,1.29,69.99,6899.45
CID1150,Conversion Accelerator,Facebook,Sales,Story,25-34,Female,Mobile,USA,2024-03-07,10,3,1,2024,30930,13022,338,226.73,30,1030.69,1.09,0.67,7.33,8.88,7.56,4.55,354.59
CID1151,Conversion Accelerator,Facebook,Sales,Story,35-44,Mixed,Mobile,USA,2024-05-12,19,5,2,2024,39160,26432,1930,435.33,172,18930.29,4.93,0.23,11.12,8.91,2.53,43.48,4248.49
CID1152,Holiday Mega Sale,Instagram,Awareness,Video,25-34,Mixed,Mobile,USA,2024-05-16,20,5,2,2024,8073,5295,337,109.73,49,5851.59,4.17,0.33,13.59,14.54,2.24,53.33,5232.72
CID1153,Retargeting Strategy,Facebook,Traffic,Carousel,18-24,Male,Mobile,USA,2024-01-19,3,1,1,2024,36508,22658,1378,69.45,268,25390.87,3.77,0.05,1.9,19.45,0.26,365.6,36459.93
CID1154,Summer Promo Blast,Instagram,Traffic,Story,35-44,Mixed,Desktop,USA,2024-03-21,12,3,1,2024,13128,8949,469,221.45,105,7392.41,3.57,0.47,16.87,22.39,2.11,33.38,3238.18
CID1155,Brand Awareness Boost,Instagram,Traffic,Video,18-24,Female,Mobile,USA,2024-07-17,29,7,3,2024,20347,17363,1343,407.08,100,13753.08,6.6,0.3,20.01,7.45,4.07,33.78,3278.47
CID1156,Summer Promo Blast,Instagram,Awareness,Video,18-24,Mixed,Desktop,USA,2024-09-20,38,9,3,2024,21044,18903,1617,231.61,345,10926.05,7.68,0.14,11.01,21.34,0.67,47.17,4617.43
CID1157,Conversion Accelerator,Facebook,Leads,Story,35-44,Female,Desktop,USA,2024-05-02,18,5,2,2024,41651,35467,2790,156.58,639,65303.68,6.7,0.06,3.76,22.9,0.25,417.06,41606.27
CID1158,Lead Generation Max,Facebook,Awareness,Video,18-24,Female,Mobile,USA,2024-08-29,35,8,3,2024,36952,29783,1896,436.08,387,56970.55,5.13,0.23,11.8,20.41,1.13,130.64,12964.24
CID1159,Holiday Mega Sale,Instagram,Sales,Story,18-24,Mixed,Mobile,USA,2024-06-10,24,6,2,2024,24647,16382,535,64.24,80,3409.44,2.17,0.12,2.61,14.95,0.8,53.07,5207.35
CID1160,Summer Promo Blast,Instagram,Traffic,Video,25-34,Mixed,Desktop,USA,2024-11-02,44,11,4,2024,4995,3825,317,331.48,63,3352.9,6.35,1.05,66.36,19.87,5.26,10.11,911.49
CID1161,Website Traffic Growth,Facebook,Traffic,Story,35-44,Female,Desktop,USA,2024-01-10,2,1,1,2024,31980,26604,1683,208.37,234,31889.47,5.26,0.12,6.52,13.9,0.89,153.04,15204.25
CID1162,Website Traffic Growth,Facebook,Leads,Carousel,25-34,Mixed,Mobile,USA,2024-01-23,4,1,1,2024,6719,4268,359,178.17,54,3938.85,5.34,0.5,26.52,15.04,3.3,22.11,2110.73
CID1163,Brand Awareness Boost,Facebook,Awareness,Story,35-44,Mixed,Mobile,USA,2024-01-24,4,1,1,2024,4579,2099,115,209.54,21,1895.52,2.51,1.82,45.76,18.26,9.98,9.05,804.61
CID1164,Website Traffic Growth,Facebook,Traffic,Video,25-34,Male,Desktop,USA,2024-11-03,44,11,4,2024,27025,19021,1370,130.46,105,8024.88,5.07,0.1,4.83,7.66,1.24,61.51,6051.22
CID1165,Summer Promo Blast,Instagram,Leads,Video,35-44,Female,Desktop,USA,2024-03-07,10,3,1,2024,26416,17825,1702,298.33,335,25722.42,6.44,0.18,11.29,19.68,0.89,86.22,8522.14
CID1166,Holiday Mega Sale,Instagram,Sales,Story,25-34,Male,Mobile,USA,2024-01-17,3,1,1,2024,11710,6586,156,347.96,3,319.47,1.33,2.23,29.71,1.92,115.99,0.92,-8.19
CID1167,Brand Awareness Boost,Instagram,Awareness,Image,25-34,Female,Mobile,USA,2024-08-14,33,8,3,2024,43839,25673,1799,433.82,352,17867.2,4.1,0.24,9.9,19.57,1.23,41.19,4018.57
CID1168,Website Traffic Growth,Instagram,Traffic,Carousel,35-44,Female,Mobile,USA,2024-02-29,9,2,1,2024,17591,13180,511,410.38,119,12891.59,2.9,0.8,23.33,23.29,3.45,31.41,3041.38
CID1169,Holiday Mega Sale,Facebook,Sales,Story,35-44,Mixed,Mobile,USA,2024-08-11,32,8,3,2024,22659,19468,496,36.13,122,4404.96,2.19,0.07,1.59,24.6,0.3,121.92,12091.97
CID1170,Website Traffic Growth,Instagram,Traffic,Story,18-24,Male,Mobile,USA,2024-05-02,18,5,2,2024,22022,15387,1322,434.51,105,14015.86,6.0,0.33,19.73,7.94,4.14,32.26,3125.67
CID1171,Website Traffic Growth,Facebook,Traffic,Story,25-34,Female,Desktop,USA,2024-02-20,8,2,1,2024,25518,17804,1317,61.85,34,687.66,5.16,0.05,2.42,2.58,1.82,11.12,1011.82
CID1172,Brand Awareness Boost,Facebook,Leads,Video,25-34,Male,Desktop,USA,2024-03-10,10,3,1,2024,21559,16276,489,95.15,17,2542.48,2.27,0.19,4.41,3.48,5.6,26.72,2572.08
CID1173,Summer Promo Blast,Facebook,Sales,Image,18-24,Female,Mobile,USA,2024-02-12,7,2,1,2024,17652,9125,751,267.71,133,12297.44,4.25,0.36,15.17,17.71,2.01,45.94,4493.57
CID1174,Holiday Mega Sale,Instagram,Traffic,Story,25-34,Female,Desktop,USA,2024-11-26,48,11,4,2024,32273,14784,2524,300.23,510,39825.06,7.82,0.12,9.3,20.21,0.59,132.65,13164.85
CID1175,Holiday Mega Sale,Instagram,Traffic,Carousel,18-24,Female,Desktop,USA,2024-05-10,19,5,2,2024,23258,20466,824,26.36,141,7973.43,3.54,0.03,1.13,17.11,0.19,302.48,30148.22
CID1176,Conversion Accelerator,Instagram,Awareness,Story,35-44,Male,Desktop,USA,2024-07-30,31,7,3,2024,29550,14057,164,133.46,8,1051.76,0.55,0.81,4.52,4.88,16.68,7.88,688.07
CID1177,Conversion Accelerator,Instagram,Traffic,Carousel,18-24,Mixed,Mobile,USA,2024-04-05,14,4,2,2024,43206,26595,1640,180.56,276,32142.53,3.8,0.11,4.18,16.83,0.65,178.02,17701.58
CID1178,Brand Awareness Boost,Facebook,Leads,Image,35-44,Female,Mobile,USA,2024-09-24,39,9,3,2024,41179,28748,1575,262.71,241,9192.21,3.82,0.17,6.38,15.3,1.09,34.99,3399.0
CID1179,Lead Generation Max,Instagram,Sales,Story,25-34,Male,Desktop,USA,2024-10-15,42,10,4,2024,35354,28442,1605,491.82,208,9910.35,4.54,0.31,13.91,12.96,2.36,20.15,1915.04
CID1180,Conversion Accelerator,Facebook,Traffic,Image,25-34,Male,Desktop,USA,2024-10-29,44,10,4,2024,23035,11592,649,208.15,81,8723.36,2.82,0.32,9.04,12.48,2.57,41.91,4090.9
CID1181,Conversion Accelerator,Facebook,Leads,Story,25-34,Female,Desktop,USA,2024-01-18,3,1,1,2024,23071,20672,1643,212.11,269,28850.05,7.12,0.13,9.19,16.37,0.79,136.01,13501.46
CID1182,New Product Launch,Instagram,Leads,Image,25-34,Female,Mobile,USA,2024-01-19,3,1,1,2024,32591,24716,1805,436.01,378,24820.47,5.54,0.24,13.38,20.94,1.15,56.93,5592.64
CID1183,Conversion Accelerator,Instagram,Leads,Story,25-34,Female,Mobile,USA,2024-06-01,22,6,2,2024,28407,19771,1633,287.76,146,3229.48,5.75,0.18,10.13,8.94,1.97,11.22,1022.28
CID1184,Holiday Mega Sale,Instagram,Traffic,Video,18-24,Female,Desktop,USA,2024-09-04,36,9,3,2024,38334,16123,1695,228.76,91,11009.04,4.42,0.13,5.97,5.37,2.51,48.12,4712.48
CID1185,Brand Awareness Boost,Facebook,Leads,Video,25-34,Male,Desktop,USA,2024-06-30,26,6,2,2024,22420,13930,1664,361.44,372,34881.89,7.42,0.22,16.12,22.36,0.97,96.51,9550.81
CID1186,Website Traffic Growth,Facebook,Leads,Image,25-34,Female,Mobile,USA,2024-05-07,19,5,2,2024,42586,24085,2925,243.53,240,18966.73,6.87,0.08,5.72,8.21,1.01,77.88,7688.25
CID1187,Retargeting Strategy,Instagram,Leads,Image,35-44,Female,Desktop,USA,2024-04-03,14,4,2,2024,22002,17331,1647,383.37,403,37341.05,7.49,0.23,17.42,24.47,0.95,97.4,9640.21
CID1188,Retargeting Strategy,Instagram,Leads,Image,35-44,Mixed,Mobile,USA,2024-12-14,50,12,4,2024,3938,3134,198,37.41,20,2999.46,5.03,0.19,9.5,10.1,1.87,80.18,7917.8
CID1189,New Product Launch,Instagram,Awareness,Video,25-34,Mixed,Mobile,USA,2024-04-12,15,4,2,2024,10242,5531,753,400.98,172,21810.95,7.35,0.53,39.15,22.84,2.33,54.39,5339.41
CID1190,Holiday Mega Sale,Facebook,Awareness,Carousel,18-24,Female,Desktop,USA,2024-04-23,17,4,2,2024,37989,25897,2158,140.97,104,6942.23,5.68,0.07,3.71,4.82,1.36,49.25,4824.62
CID1191,New Product Launch,Facebook,Sales,Carousel,18-24,Female,Mobile,USA,2024-05-09,19,5,2,2024,36047,19492,2008,287.65,299,20877.49,5.57,0.14,7.98,14.89,0.96,72.58,7157.95
CID1192,Conversion Accelerator,Instagram,Awareness,Image,35-44,Mixed,Mobile,USA,2024-06-10,24,6,2,2024,12336,10789,804,474.57,44,4426.45,6.52,0.59,38.47,5.47,10.79,9.33,832.73
CID1193,Summer Promo Blast,Instagram,Traffic,Carousel,18-24,Mixed,Mobile,USA,2024-08-23,34,8,3,2024,8139,3632,130,452.98,4,138.12,1.6,3.48,55.66,3.08,113.25,0.3,-69.51
CID1194,Retargeting Strategy,Instagram,Traffic,Story,35-44,Female,Desktop,USA,2024-03-02,9,3,1,2024,24614,17962,1858,256.95,108,12910.08,7.55,0.14,10.44,5.81,2.38,50.24,4924.35
CID1195,Lead Generation Max,Facebook,Leads,Image,35-44,Male,Mobile,USA,2024-03-13,11,3,1,2024,47611,20144,3501,315.51,553,70885.32,7.35,0.09,6.63,15.8,0.57,224.67,22366.9
CID1196,Holiday Mega Sale,Facebook,Awareness,Carousel,18-24,Mixed,Desktop,USA,2024-05-26,21,5,2,2024,37331,31501,818,138.16,83,8064.51,2.19,0.17,3.7,10.15,1.66,58.37,5737.08
CID1197,Retargeting Strategy,Facebook,Awareness,Video,35-44,Male,Mobile,USA,2024-06-11,24,6,2,2024,5024,4514,268,418.83,64,7372.24,5.33,1.56,83.37,23.88,6.54,17.6,1660.2
CID1198,Brand Awareness Boost,Instagram,Traffic,Video,25-34,Male,Desktop,USA,2024-06-08,23,6,2,2024,15339,6620,1030,216.96,47,1298.16,6.71,0.21,14.14,4.56,4.62,5.98,498.34
CID1199,Website Traffic Growth,Facebook,Awareness,Carousel,35-44,Female,Desktop,USA,2024-12-17,51,12,4,2024,19337,13224,479,314.54,23,2541.71,2.48,0.66,16.27,4.8,13.68,8.08,708.07
CID1200,Summer Promo Blast,Facebook,Leads,Carousel,35-44,Female,Desktop,USA,2024-11-18,47,11,4,2024,19003,9383,1338,167.37,99,8358.36,7.04,0.13,8.81,7.4,1.69,49.94,4893.94
CID1201,Holiday Mega Sale,Facebook,Awareness,Story,18-24,Mixed,Desktop,USA,2024-01-15,3,1,1,2024,38907,28963,2213,157.93,111,16363.84,5.69,0.07,4.06,5.02,1.42,103.61,10261.45
CID1202,Brand Awareness Boost,Facebook,Sales,Story,25-34,Mixed,Mobile,USA,2024-01-29,5,1,1,2024,46791,30417,1591,63.65,177,16616.87,3.4,0.04,1.36,11.13,0.36,261.07,26006.63
CID1203,Holiday Mega Sale,Instagram,Traffic,Story,18-24,Male,Desktop,USA,2024-05-05,18,5,2,2024,25572,12216,436,232.46,107,2826.41,1.7,0.53,9.09,24.54,2.17,12.16,1115.87
CID1204,Conversion Accelerator,Facebook,Awareness,Video,18-24,Male,Mobile,USA,2024-03-30,13,3,1,2024,42706,26372,2433,156.79,483,40953.63,5.7,0.06,3.67,19.85,0.32,261.2,26020.05
CID1205,New Product Launch,Facebook,Traffic,Video,25-34,Mixed,Mobile,USA,2024-04-26,17,4,2,2024,9694,7203,69,194.52,4,549.33,0.71,2.82,20.07,5.8,48.63,2.82,182.4
CID1206,Holiday Mega Sale,Facebook,Sales,Carousel,18-24,Female,Mobile,USA,2024-01-25,4,1,1,2024,9138,7275,172,28.1,15,1149.17,1.88,0.16,3.08,8.72,1.87,40.9,3989.57
CID1207,Summer Promo Blast,Facebook,Traffic,Video,25-34,Mixed,Mobile,USA,2024-03-12,11,3,1,2024,32399,25407,1532,178.76,374,27408.63,4.73,0.12,5.52,24.41,0.48,153.33,15232.64
CID1208,Conversion Accelerator,Instagram,Traffic,Carousel,35-44,Mixed,Mobile,USA,2024-09-08,36,9,3,2024,1081,502,22,308.21,0,0.0,2.04,14.01,285.12,0.0,0.0,0.0,-100.0
CID1209,Summer Promo Blast,Facebook,Sales,Image,35-44,Male,Desktop,USA,2024-02-18,7,2,1,2024,27950,21846,2143,359.45,63,2410.32,7.67,0.17,12.86,2.94,5.71,6.71,570.56
CID1210,Website Traffic Growth,Instagram,Awareness,Carousel,35-44,Mixed,Mobile,USA,2024-09-11,37,9,3,2024,25685,19321,1308,453.4,178,22974.05,5.09,0.35,17.65,13.61,2.55,50.67,4967.06
CID1211,Website Traffic Growth,Facebook,Sales,Video,35-44,Male,Desktop,USA,2024-10-21,43,10,4,2024,7640,5633,170,36.61,25,1490.99,2.23,0.22,4.79,14.71,1.46,40.73,3972.63
CID1212,Summer Promo Blast,Instagram,Awareness,Video,35-44,Female,Mobile,USA,2024-06-16,24,6,2,2024,28211,22140,919,274.71,123,5199.08,3.26,0.3,9.74,13.38,2.23,18.93,1792.57
CID1213,Website Traffic Growth,Instagram,Sales,Video,35-44,Male,Mobile,USA,2024-11-26,48,11,4,2024,49267,23580,1422,494.57,158,5530.39,2.89,0.35,10.04,11.11,3.13,11.18,1018.22
CID1214,Holiday Mega Sale,Instagram,Sales,Carousel,18-24,Male,Mobile,USA,2024-12-17,51,12,4,2024,19779,11182,1189,203.64,255,12090.87,6.01,0.17,10.3,21.45,0.8,59.37,5837.37
CID1215,Lead Generation Max,Facebook,Awareness,Story,25-34,Female,Mobile,USA,2024-01-01,1,1,1,2024,32495,28016,1664,54.53,201,22031.82,5.12,0.03,1.68,12.08,0.27,404.03,40303.12
CID1216,Conversion Accelerator,Instagram,Leads,Video,25-34,Male,Mobile,USA,2024-08-28,35,8,3,2024,45921,38407,1356,282.46,111,9473.93,2.95,0.21,6.15,8.19,2.54,33.54,3254.08
CID1217,Website Traffic Growth,Facebook,Traffic,Image,18-24,Male,Mobile,USA,2024-06-08,23,6,2,2024,19578,11315,733,147.49,114,15601.8,3.74,0.2,7.53,15.55,1.29,105.78,10478.21
CID1218,Summer Promo Blast,Instagram,Leads,Carousel,25-34,Mixed,Desktop,USA,2024-08-09,32,8,3,2024,40456,19498,833,163.71,87,3584.68,2.06,0.2,4.05,10.44,1.88,21.9,2089.65
CID1219,Lead Generation Max,Instagram,Leads,Video,18-24,Male,Desktop,USA,2024-02-24,8,2,1,2024,34784,28404,706,20.83,51,4839.3,2.03,0.03,0.6,7.22,0.41,232.32,23132.36
CID1220,Website Traffic Growth,Instagram,Leads,Image,25-34,Mixed,Desktop,USA,2024-05-10,19,5,2,2024,38932,32909,375,26.79,41,2738.19,0.96,0.07,0.69,10.93,0.65,102.21,10120.94
CID1221,Conversion Accelerator,Facebook,Traffic,Video,18-24,Male,Mobile,USA,2024-01-09,2,1,1,2024,23452,12035,1198,20.95,268,38666.14,5.11,0.02,0.89,22.37,0.08,1845.64,184463.91
CID1222,Conversion Accelerator,Facebook,Sales,Image,18-24,Female,Mobile,USA,2024-07-30,31,7,3,2024,11446,9917,871,202.77,139,12586.31,7.61,0.23,17.72,15.96,1.46,62.07,6107.19
CID1223,Retargeting Strategy,Instagram,Traffic,Image,35-44,Male,Desktop,USA,2024-03-02,9,3,1,2024,37595,31467,2815,417.48,323,10654.44,7.49,0.15,11.1,11.47,1.29,25.52,2452.08
CID1224,Summer Promo Blast,Instagram,Leads,Story,18-24,Mixed,Desktop,USA,2024-01-27,4,1,1,2024,6385,5024,347,421.43,73,1933.13,5.43,1.21,66.0,21.04,5.77,4.59,358.71
CID1225,Holiday Mega Sale,Facebook,Leads,Carousel,25-34,Mixed,Desktop,USA,2024-07-31,31,7,3,2024,31285,19724,1005,198.63,110,7980.82,3.21,0.2,6.35,10.95,1.81,40.18,3917.93
CID1226,Retargeting Strategy,Facebook,Sales,Story,18-24,Male,Mobile,USA,2024-03-02,9,3,1,2024,44967,31185,562,383.78,68,5623.1,1.25,0.68,8.53,12.1,5.64,14.65,1365.19
CID1227,Holiday Mega Sale,Facebook,Awareness,Video,25-34,Male,Mobile,USA,2024-12-16,51,12,4,2024,19923,11598,1098,390.33,81,2252.54,5.51,0.36,19.59,7.38,4.82,5.77,477.09
CID1228,Conversion Accelerator,Facebook,Leads,Story,25-34,Female,Mobile,USA,2024-07-11,28,7,3,2024,35424,16165,2527,449.34,417,49883.26,7.13,0.18,12.68,16.5,1.08,111.01,11001.45
CID1229,Lead Generation Max,Facebook,Awareness,Carousel,25-34,Male,Mobile,USA,2024-03-28,13,3,1,2024,46917,33173,2993,216.0,240,28729.0,6.38,0.07,4.6,8.02,0.9,133.0,13200.46
CID1230,New Product Launch,Instagram,Sales,Video,18-24,Male,Desktop,USA,2024-03-18,12,3,1,2024,26750,11633,1787,258.27,268,16708.59,6.68,0.14,9.65,15.0,0.96,64.69,6369.43
CID1231,New Product Launch,Facebook,Leads,Video,25-34,Mixed,Desktop,USA,2024-01-23,4,1,1,2024,23474,12034,586,47.14,76,7492.36,2.5,0.08,2.01,12.97,0.62,158.94,15793.85
CID1232,Summer Promo Blast,Facebook,Awareness,Carousel,18-24,Female,Mobile,USA,2024-01-05,1,1,1,2024,46872,39499,1765,358.25,329,15007.89,3.77,0.2,7.64,18.64,1.09,41.89,4089.22
CID1233,Retargeting Strategy,Facebook,Leads,Story,18-24,Female,Desktop,USA,2024-09-26,39,9,3,2024,37062,21123,1038,76.72,180,6449.71,2.8,0.07,2.07,17.34,0.43,84.07,8306.82
CID1234,Retargeting Strategy,Facebook,Leads,Story,35-44,Female,Mobile,USA,2024-02-09,6,2,1,2024,35817,21342,1596,442.61,275,22067.01,4.46,0.28,12.36,17.23,1.61,49.86,4885.66
CID1235,Holiday Mega Sale,Facebook,Traffic,Story,18-24,Male,Mobile,USA,2024-01-22,4,1,1,2024,32113,27692,1791,261.89,368,40264.86,5.58,0.15,8.16,20.55,0.71,153.75,15274.72
CID1236,Website Traffic Growth,Instagram,Awareness,Video,35-44,Mixed,Desktop,USA,2024-07-07,27,7,3,2024,31829,16527,1407,364.85,223,15429.35,4.42,0.26,11.46,15.85,1.64,42.29,4128.96
CID1237,Conversion Accelerator,Instagram,Sales,Story,25-34,Male,Mobile,USA,2024-09-05,36,9,3,2024,48704,25347,1695,376.33,215,8168.3,3.48,0.22,7.73,12.68,1.75,21.71,2070.52
CID1238,Lead Generation Max,Instagram,Traffic,Story,25-34,Female,Desktop,USA,2024-07-08,28,7,3,2024,6568,3309,404,409.87,61,2909.56,6.15,1.01,62.4,15.1,6.72,7.1,609.87
CID1239,Holiday Mega Sale,Instagram,Leads,Carousel,18-24,Mixed,Desktop,USA,2024-06-18,25,6,2,2024,48072,23522,3763,161.37,333,26667.83,7.83,0.04,3.36,8.85,0.48,165.26,16425.89
CID1240,Website Traffic Growth,Instagram,Traffic,Story,35-44,Mixed,Mobile,USA,2024-01-14,2,1,1,2024,17355,9126,1330,405.76,300,25938.99,7.66,0.31,23.38,22.56,1.35,63.93,6292.69
CID1241,Retargeting Strategy,Instagram,Sales,Image,35-44,Female,Desktop,USA,2024-11-04,45,11,4,2024,44989,25712,3511,315.32,103,2213.66,7.8,0.09,7.01,2.93,3.06,7.02,602.04
CID1242,Holiday Mega Sale,Facebook,Sales,Image,18-24,Mixed,Mobile,USA,2024-03-01,9,3,1,2024,45462,22947,676,88.31,16,1153.41,1.49,0.13,1.94,2.37,5.52,13.06,1206.09
CID1243,Summer Promo Blast,Facebook,Traffic,Story,25-34,Mixed,Desktop,USA,2024-07-07,27,7,3,2024,11786,6625,813,429.35,156,13572.48,6.9,0.53,36.43,19.19,2.75,31.61,3061.17
CID1244,Lead Generation Max,Facebook,Traffic,Video,18-24,Male,Mobile,USA,2024-04-27,17,4,2,2024,1420,1248,109,161.23,10,305.24,7.68,1.48,113.54,9.17,16.12,1.89,89.32
CID1245,Lead Generation Max,Instagram,Sales,Carousel,35-44,Male,Mobile,USA,2024-01-01,1,1,1,2024,8790,4355,197,395.57,14,1469.32,2.24,2.01,45.0,7.11,28.25,3.71,271.44
CID1246,Summer Promo Blast,Instagram,Leads,Image,35-44,Mixed,Mobile,USA,2024-05-16,20,5,2,2024,48357,29821,1216,128.91,58,5798.55,2.51,0.11,2.67,4.77,2.22,44.98,4398.14
CID1247,Retargeting Strategy,Instagram,Awareness,Story,25-34,Male,Desktop,USA,2024-01-27,4,1,1,2024,27666,22349,1243,270.63,165,22762.62,4.49,0.22,9.78,13.27,1.64,84.11,8310.97
CID1248,Summer Promo Blast,Instagram,Leads,Carousel,18-24,Mixed,Mobile,USA,2024-12-13,50,12,4,2024,7048,2898,364,413.67,42,3505.16,5.16,1.14,58.69,11.54,9.85,8.47,747.33
CID1249,Conversion Accelerator,Facebook,Awareness,Video,35-44,Male,Desktop,USA,2024-03-01,9,3,1,2024,4855,3699,212,315.13,46,5390.16,4.37,1.49,64.91,21.7,6.85,17.1,1610.46
CID1250,Retargeting Strategy,Instagram,Leads,Story,18-24,Mixed,Mobile,USA,2024-11-02,44,11,4,2024,9958,7794,111,271.86,15,2119.96,1.11,2.45,27.3,13.51,18.12,7.8,679.8
CID1251,Brand Awareness Boost,Facebook,Leads,Carousel,35-44,Female,Mobile,USA,2024-11-01,44,11,4,2024,4757,3165,175,218.31,23,2912.57,3.68,1.25,45.89,13.14,9.49,13.34,1234.14
CID1252,Conversion Accelerator,Instagram,Traffic,Carousel,25-34,Male,Mobile,USA,2024-10-16,42,10,4,2024,3139,1948,185,476.84,20,2802.12,5.89,2.58,151.91,10.81,23.84,5.88,487.64
CID1253,Summer Promo Blast,Instagram,Traffic,Carousel,35-44,Male,Desktop,USA,2024-12-13,50,12,4,2024,11742,8261,147,316.75,24,2618.65,1.25,2.15,26.98,16.33,13.2,8.27,726.72
CID1254,Holiday Mega Sale,Facebook,Leads,Carousel,18-24,Female,Mobile,USA,2024-08-02,31,8,3,2024,34785,18719,2733,197.29,131,6106.07,7.86,0.07,5.67,4.79,1.51,30.95,2994.97
CID1255,Website Traffic Growth,Instagram,Traffic,Story,25-34,Male,Mobile,USA,2024-12-09,50,12,4,2024,3651,1973,164,186.87,23,1873.49,4.49,1.14,51.18,14.02,8.12,10.03,902.56
CID1256,Conversion Accelerator,Instagram,Awareness,Carousel,25-34,Mixed,Mobile,USA,2024-10-08,41,10,4,2024,35641,14565,907,470.28,150,21385.29,2.54,0.52,13.19,16.54,3.14,45.47,4447.35
